Scenario,Year,Location,Stock/ID,Layer 1,Layer 2,Layer 3,Layer 4,parameterCode,Value,UoM,DQS,count_value,min_value,max_value
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,P,e-f/s,0.1200,wt%,2,29,0.0100,1.2000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Pb,e-f/s,0.0100,wt%,2,25,0.0000,2.4000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Pr,e-f/s,0.0002,wt%,2,2,0.0002,0.0002
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,S,e-f/s,0.2550,wt%,2,26,0.0400,2.2200
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Sb,e-f/s,0.0003,wt%,2,2,0.0003,0.0003
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Sc,e-f/s,0.0003,wt%,2,2,0.0003,0.0003
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Se,e-f/s,0.0006,wt%,2,2,0.0005,0.0008
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Si,e-f/s,5.4500,wt%,2,32,0.6000,53.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Sm,e-f/s,0.0001,wt%,2,2,0.0001,0.0002
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Sn,e-f/s,0.5000,wt%,2,2,0.3000,0.7000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Sr,e-f/s,0.0200,wt%,2,26,0.0030,0.0600
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Ta,e-f/s,0.0001,wt%,2,2,0.0000,0.0003
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Tb,e-f/s,0.0000,wt%,2,1,0.0000,0.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Ti,e-f/s,0.2500,wt%,2,26,0.0000,0.7600
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Tl,e-f/s,0.0000,wt%,2,2,0.0000,0.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Tm,e-f/s,0.0000,wt%,2,2,0.0000,0.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,U,e-f/s,0.0004,wt%,2,2,0.0003,0.0005
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,V,e-f/s,0.0500,wt%,2,31,0.0000,1.5000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,W,e-f/s,0.0199,wt%,2,2,0.0097,0.0300
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Y,e-f/s,0.0008,wt%,2,2,0.0008,0.0009
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Yb,e-f/s,0.0001,wt%,2,2,0.0001,0.0001
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Zn,e-f/s,0.2000,wt%,2,27,0.0030,2.9000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,Zr,e-f/s,0.0413,wt%,2,1,0.0413,0.0413
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02,n/a,n/a,otherOrUndefinedElements,e-f/s,41.7981,wt%,filledDataGap,n/a,n/a,n/a
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_AOD,n/a,n/a,Al,e-f/s,2.0600,wt%,3,1,2.0600,2.0600
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_AOD,n/a,n/a,Ca,e-f/s,58.4100,wt%,2,1,58.4100,58.4100
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_AOD,n/a,n/a,Cr,e-f/s,0.2500,wt%,3,1,0.2500,0.2500
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_AOD,n/a,n/a,F,e-f/s,9.3800,wt%,3,1,9.3800,9.3800
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_AOD,n/a,n/a,Fe,e-f/s,0.2000,wt%,3,1,0.2000,0.2000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_AOD,n/a,n/a,Mg,e-f/s,2.0600,wt%,2,1,2.0600,2.0600
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_AOD,n/a,n/a,Mn,e-f/s,0.1400,wt%,2,1,0.1400,0.1400
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_AOD,n/a,n/a,Si,e-f/s,26.3500,wt%,3,1,26.3500,26.3500
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_AOD,n/a,n/a,Ti,e-f/s,0.1600,wt%,3,1,0.1600,0.1600
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_AOD,n/a,n/a,otherOrUndefinedElements,e-f/s,0.9900,wt%,filledDataGap,n/a,n/a,n/a
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Al,e-f/s,12.6200,wt%,3,3,12.6000,12.8800
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Ba,e-f/s,0.1600,wt%,3,1,0.1600,0.1600
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Ca,e-f/s,40.7600,wt%,2,3,33.0000,41.6500
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Ce,e-f/s,0.0143,wt%,2,1,0.0143,0.0143
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Cr,e-f/s,0.0014,wt%,3,1,0.0014,0.0014
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Cu,e-f/s,0.0017,wt%,2,1,0.0017,0.0017
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Fe,e-f/s,0.4200,wt%,3,2,0.2800,0.5600
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Ga,e-f/s,0.0011,wt%,2,1,0.0011,0.0011
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,K,e-f/s,0.5900,wt%,3,3,0.3000,1.5500
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,La,e-f/s,0.0074,wt%,2,1,0.0074,0.0074
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Mg,e-f/s,7.8000,wt%,2,3,7.3200,8.7100
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Mn,e-f/s,0.4600,wt%,2,3,0.3600,1.1900
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Na,e-f/s,0.2400,wt%,3,3,0.2200,0.5500
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Nb,e-f/s,0.0013,wt%,2,1,0.0013,0.0013
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Ni,e-f/s,0.0015,wt%,3,1,0.0015,0.0015
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,P,e-f/s,0.0400,wt%,2,1,0.0400,0.0400
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Pb,e-f/s,0.0020,wt%,3,1,0.0020,0.0020
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Rb,e-f/s,0.0062,wt%,3,1,0.0062,0.0062
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,S,e-f/s,0.8850,wt%,3,2,0.7300,1.0400
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Sc,e-f/s,0.0011,wt%,2,1,0.0011,0.0011
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Si,e-f/s,34.3900,wt%,3,3,30.1000,37.1600
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Sr,e-f/s,0.1450,wt%,2,1,0.1450,0.1450
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Ti,e-f/s,0.5000,wt%,3,2,0.4300,0.5700
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,V,e-f/s,0.0018,wt%,2,1,0.0018,0.0018
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Y,e-f/s,0.0076,wt%,2,1,0.0076,0.0076
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Zn,e-f/s,0.0030,wt%,3,1,0.0030,0.0030
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,Zr,e-f/s,0.0281,wt%,3,1,0.0281,0.0281
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BF,n/a,n/a,otherOrUndefinedElements,e-f/s,0.9115,wt%,filledDataGap,n/a,n/a,n/a
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,Al,e-f/s,3.0000,wt%,3,5,1.1000,14.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,C,e-f/s,0.6000,wt%,3,1,0.6000,0.6000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,Ca,e-f/s,45.0000,wt%,3,5,28.6000,52.5000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,Cr,e-f/s,0.1647,wt%,3,4,0.0506,3.4000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,Cu,e-f/s,0.0008,wt%,2,1,0.0008,0.0008
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,Fe,e-f/s,8.4500,wt%,3,6,2.3000,24.3600
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,K,e-f/s,0.0220,wt%,3,1,0.0220,0.0220
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,Mg,e-f/s,8.0000,wt%,2,5,6.0000,10.5000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,Mn,e-f/s,3.1000,wt%,2,5,2.4000,7.5000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,Mo,e-f/s,0.0039,wt%,3,1,0.0039,0.0039
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,Ni,e-f/s,0.0025,wt%,3,1,0.0025,0.0025
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,P,e-f/s,1.4700,wt%,2,5,0.1000,3.5000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,Si,e-f/s,12.5000,wt%,3,5,5.1000,15.5000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,Ti,e-f/s,0.8270,wt%,3,3,0.6700,1.4000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,V,e-f/s,1.4800,wt%,2,3,0.0770,2.7000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,Zn,e-f/s,0.0037,wt%,3,1,0.0037,0.0037
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_BOF,n/a,n/a,otherOrUndefinedElements,e-f/s,15.3755,wt%,filledDataGap,n/a,n/a,n/a
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Al,e-f/s,8.1450,wt%,3,10,3.7000,14.0700
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Ba,e-f/s,0.3600,wt%,3,2,0.3200,0.4000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Ca,e-f/s,29.1100,wt%,2,5,15.5000,41.7300
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Cr,e-f/s,0.9200,wt%,3,10,0.1900,3.4800
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Cu,e-f/s,0.0140,wt%,2,3,0.0010,0.0160
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Fe,e-f/s,6.3100,wt%,3,12,0.1000,48.5000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,K,e-f/s,1.0800,wt%,3,3,0.0590,1.5200
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Li,e-f/s,0.0800,wt%,2,2,0.0700,0.0900
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Mg,e-f/s,7.5400,wt%,2,9,2.9100,11.5000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Mn,e-f/s,2.4950,wt%,2,10,1.6800,15.5800
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Mo,e-f/s,0.0154,wt%,3,3,0.0070,0.0500
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Na,e-f/s,0.1300,wt%,3,3,0.0150,0.1900
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Ni,e-f/s,0.0743,wt%,3,3,0.0090,0.3180
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,P,e-f/s,1.1900,wt%,2,3,0.2000,1.2400
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Pb,e-f/s,0.2200,wt%,3,3,0.0023,0.3200
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,S,e-f/s,0.3000,wt%,3,5,0.2000,0.3900
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Si,e-f/s,15.3500,wt%,3,5,5.7000,34.7300
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Ti,e-f/s,0.5600,wt%,3,5,0.2400,2.1900
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,V,e-f/s,0.1025,wt%,2,4,0.0310,0.1700
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,Zn,e-f/s,0.0260,wt%,3,3,0.0130,0.0677
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_EAF,n/a,n/a,otherOrUndefinedElements,e-f/s,25.9778,wt%,filledDataGap,n/a,n/a,n/a
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,Al,e-f/s,12.5000,wt%,3,7,4.3000,22.9000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,C,e-f/s,0.0500,wt%,3,3,0.0400,0.1200
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,Ca,e-f/s,49.3000,wt%,2,7,42.5000,57.5000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,Cr,e-f/s,0.1000,wt%,3,7,0.0100,0.4800
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,Cu,e-f/s,0.0020,wt%,2,1,0.0020,0.0020
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,Fe,e-f/s,2.7000,wt%,3,9,0.4000,12.4000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,K,e-f/s,0.0200,wt%,3,7,0.0080,0.0300
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,Mg,e-f/s,9.7900,wt%,2,7,4.0000,12.6000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,Mn,e-f/s,0.5200,wt%,2,7,0.2000,5.4700
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,Mo,e-f/s,0.0280,wt%,3,1,0.0280,0.0280
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,Na,e-f/s,0.0550,wt%,3,3,0.0300,0.0650
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,Ni,e-f/s,0.0070,wt%,3,1,0.0070,0.0070
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,P,e-f/s,0.2600,wt%,2,4,0.0100,0.4400
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,S,e-f/s,0.5700,wt%,3,6,0.1900,1.5000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,Si,e-f/s,15.0000,wt%,3,7,11.7000,19.8000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,Ti,e-f/s,0.3300,wt%,3,7,0.0840,0.8900
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,V,e-f/s,0.2690,wt%,2,2,0.0280,0.5100
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,Zn,e-f/s,0.0370,wt%,3,1,0.0370,0.0370
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 02 02_Ladle,n/a,n/a,otherOrUndefinedElements,e-f/s,8.4620,wt%,filledDataGap,n/a,n/a,n/a
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Ag,e-f/s,0.0029,wt%,2,2,0.0001,0.0058
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Al,e-f/s,2.4000,wt%,2,6,0.9159,11.5200
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,As,e-f/s,0.0257,wt%,2,5,0.0006,0.1515
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Ba,e-f/s,0.5143,wt%,2,4,0.1512,0.5530
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Bi,e-f/s,0.0000,wt%,2,1,0.0000,0.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Ca,e-f/s,14.1200,wt%,2,6,2.1786,21.8000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Cd,e-f/s,0.0010,wt%,2,1,0.0010,0.0010
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Cl,e-f/s,0.4298,wt%,2,2,0.0085,0.8510
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Co,e-f/s,0.0082,wt%,2,2,0.0007,0.0157
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Cr,e-f/s,0.0550,wt%,2,5,0.0020,0.4432
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Cu,e-f/s,0.2040,wt%,2,6,0.0027,1.3099
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Fe,e-f/s,22.4200,wt%,2,7,3.3600,65.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,K,e-f/s,0.3679,wt%,2,4,0.1100,0.9100
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Mg,e-f/s,1.0500,wt%,2,5,0.0900,2.8800
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Mn,e-f/s,0.5400,wt%,2,5,0.0774,3.0900
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Mo,e-f/s,0.0180,wt%,2,1,0.0180,0.0180
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Na,e-f/s,0.3200,wt%,2,5,0.0300,9.6600
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Ni,e-f/s,0.0034,wt%,2,5,0.0028,0.0400
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,P,e-f/s,0.3000,wt%,2,3,0.2200,1.4200
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Pb,e-f/s,3.0700,wt%,2,7,0.8500,11.3997
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Rb,e-f/s,0.0038,wt%,2,1,0.0038,0.0038
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,S,e-f/s,1.1900,wt%,2,5,0.3600,6.6000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Sb,e-f/s,0.1398,wt%,2,4,0.0147,0.3835
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Si,e-f/s,10.7300,wt%,2,7,7.6000,31.3400
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Sn,e-f/s,0.0654,wt%,2,4,0.0002,0.1700
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Sr,e-f/s,0.0152,wt%,2,3,0.0131,0.0374
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Ti,e-f/s,0.2900,wt%,2,3,0.2600,0.4800
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,V,e-f/s,0.0048,wt%,2,1,0.0048,0.0048
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,W,e-f/s,0.0100,wt%,2,1,0.0100,0.0100
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Zn,e-f/s,4.9653,wt%,2,7,0.2600,11.2000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,Zr,e-f/s,0.0043,wt%,2,1,0.0043,0.0043
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 04 01*,n/a,n/a,otherOrUndefinedElements,e-f/s,36.7315,wt%,filledDataGap,n/a,n/a,n/a
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 05 01,n/a,n/a,Ag,e-f/s,0.0045,wt%,2,8,0.0003,0.0360
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 05 01,n/a,n/a,Al,e-f/s,6.5844,wt%,2,22,0.6200,16.9000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 05 01,n/a,n/a,As,e-f/s,0.1928,wt%,2,17,0.0029,1.5800
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 05 01,n/a,n/a,Ba,e-f/s,0.0951,wt%,2,13,0.0227,0.7100
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 05 01,n/a,n/a,Bi,e-f/s,0.0086,wt%,2,1,0.0086,0.0086
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 05 01,n/a,n/a,Ca,e-f/s,7.8800,wt%,2,24,1.5200,30.2400
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 05 01,n/a,n/a,Cd,e-f/s,0.0118,wt%,2,12,0.0001,0.3500
OBS/BAU/REC/CIR,n/a,n/a,SLASH_slagsMetallurgical,10 05 01,n/a,n/a,Co,e-f/s,0.0300,wt%,2,7,0.0039,0.0450
