Scenario,Year,Location,Stock/ID,Layer 1,Layer 2,Layer 3,Layer 4,parameterCode,Value,UoM,DQS,count_value,min_value,max_value
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,F,e-f/s,0.0100,wt%,2,2,0.0100,0.0100
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,Fe,e-f/s,23.3049,wt%,2,21,8.6939,54.1355
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,In,e-f/s,0.0230,wt%,2,2,0.0230,0.0230
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,K,e-f/s,0.2989,wt%,2,12,0.1411,5.2200
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,Mg,e-f/s,0.2774,wt%,2,14,0.1025,1.8151
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,Mn,e-f/s,0.0929,wt%,2,5,0.0310,0.3795
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,Mo,e-f/s,0.0006,wt%,2,1,0.0006,0.0006
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,Na,e-f/s,1.4466,wt%,2,13,0.1113,4.0060
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,Ni,e-f/s,0.7465,wt%,2,3,0.2357,0.7465
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,P,e-f/s,0.0262,wt%,2,3,0.0262,0.0330
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,Pb,e-f/s,4.1032,wt%,2,16,2.4972,6.8417
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,S,e-f/s,8.8600,wt%,2,16,3.3642,16.0279
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,Sb,e-f/s,0.0602,wt%,2,3,0.0450,0.0602
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,Si,e-f/s,3.0103,wt%,2,19,0.0701,9.4749
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,Sn,e-f/s,0.0617,wt%,2,1,0.0617,0.0617
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,Ti,e-f/s,0.0719,wt%,2,7,0.0540,0.1438
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,Zn,e-f/s,5.8489,wt%,2,18,1.9282,14.1402
OBS/BAU/REC/CIR,n/a,n/a,SLASH_sludgesMetallurgical,11 02 02*,n/a,n/a,otherOrUndefinedElements,e-f/s,47.0231,wt%,filledDataGap,n/a,n/a,n/a
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,otherOrUndefinedElements,e-f/s,46.2630,wt%,filledDataGap,n/a,n/a,n/a
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,S,e-f/s,0.4856,wt%,2,15,0.3170,1.7740
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Cl,e-f/s,1.2889,wt%,2,10,0.5430,1.1600
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Zn,e-f/s,0.4674,wt%,2,15,0.1380,0.8740
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Cu,e-f/s,0.4850,wt%,2,15,0.1104,0.3400
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Ba,e-f/s,0.1902,wt%,2,14,0.0907,0.1879
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Pb,e-f/s,0.1881,wt%,2,15,0.0312,0.1600
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Cr,e-f/s,0.0646,wt%,2,15,0.0434,0.0880
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Sr,e-f/s,0.0451,wt%,2,11,0.0378,0.0681
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,B,e-f/s,0.0200,wt%,2,1,0.0200,0.0200
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Zr,e-f/s,0.0228,wt%,2,10,0.0143,0.0256
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Ni,e-f/s,0.0500,wt%,2,15,0.0102,0.0346
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Sb,e-f/s,0.0100,wt%,2,2,0.0080,0.0141
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,V,e-f/s,0.0058,wt%,2,14,0.0048,0.0090
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Sn,e-f/s,0.0137,wt%,2,15,0.0017,0.0498
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,As,e-f/s,0.0034,wt%,2,14,0.0026,0.0074
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Ce,e-f/s,0.0038,wt%,2,10,0.0029,0.0051
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Co,e-f/s,0.0056,wt%,2,15,0.0025,0.0119
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Rb,e-f/s,0.0031,wt%,2,10,0.0024,0.0034
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Si,e-f/s,17.2059,wt%,2,5,0.0020,16.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Nd,e-f/s,0.0018,wt%,2,10,0.0002,0.0022
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,La,e-f/s,0.0019,wt%,2,10,0.0006,0.0035
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Y,e-f/s,0.0036,wt%,2,11,0.0011,0.0022
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Mo,e-f/s,0.0037,wt%,2,14,0.0010,0.0027
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Ga,e-f/s,0.0013,wt%,2,10,0.0012,0.0014
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Sc,e-f/s,0.0010,wt%,2,10,0.0003,0.0018
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Ca,e-f/s,13.8138,wt%,2,5,0.0008,20.1000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Nb,e-f/s,0.0009,wt%,2,10,0.0010,0.0012
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Fe,e-f/s,7.4504,wt%,2,5,0.0009,6.1000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Th,e-f/s,0.0004,wt%,2,10,0.0005,0.0013
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Al,e-f/s,5.0159,wt%,2,5,0.0004,5.9000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Gd,e-f/s,0.0003,wt%,2,1,0.0004,0.0004
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Cd,e-f/s,0.0017,wt%,2,5,0.0001,0.0004
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Hf,e-f/s,0.0004,wt%,2,10,0.0003,0.0007
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,U,e-f/s,0.0001,wt%,2,10,0.0003,0.0003
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Na,e-f/s,2.8659,wt%,2,5,0.0003,2.5000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Au,e-f/s,0.0001,wt%,2,1,0.0003,0.0003
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Be,e-f/s,0.0002,wt%,2,4,0.0001,0.0001
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,K,e-f/s,0.9581,wt%,2,5,0.0001,1.1000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Mg,e-f/s,1.4137,wt%,2,5,0.0001,1.4000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,In,e-f/s,0.0001,wt%,2,1,0.0001,0.0001
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,P,e-f/s,0.7493,wt%,2,5,0.0000,0.5000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Ti,e-f/s,0.7409,wt%,2,5,0.0001,0.8700
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Se,e-f/s,0.0003,wt%,2,3,0.0001,0.0001
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Mn,e-f/s,0.1522,wt%,2,5,0.0000,0.1100
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 11*,n/a,n/a,Hg,e-f/s,0.0000,wt%,2,4,0.0000,0.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Al,e-f/s,3.2000,wt%,2,19,1.4000,15.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,As,e-f/s,0.0009,wt%,2,15,0.0000,0.0074
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Ca,e-f/s,11.7100,wt%,2,30,3.7000,20.7300
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Cd,e-f/s,0.0012,wt%,2,4,0.0001,0.0026
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Co,e-f/s,0.0012,wt%,2,4,0.0009,0.0048
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Cr,e-f/s,0.0148,wt%,2,15,0.0078,0.0917
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Cu,e-f/s,0.0864,wt%,2,15,0.0505,0.1410
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Fe,e-f/s,7.2000,wt%,2,19,1.6000,25.6339
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Hg,e-f/s,0.0000,wt%,2,4,0.0000,0.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,K,e-f/s,0.8050,wt%,2,18,0.5300,9.4100
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Mg,e-f/s,1.9300,wt%,2,29,0.5000,2.8000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Mn,e-f/s,0.0620,wt%,2,1,0.0620,0.0620
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Na,e-f/s,0.2900,wt%,2,13,0.1000,0.5700
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Ni,e-f/s,0.0092,wt%,2,14,0.0010,0.0279
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,P,e-f/s,9.3600,wt%,2,30,5.8000,12.2000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Pb,e-f/s,0.0103,wt%,2,15,0.0003,0.0285
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Si,e-f/s,8.3484,wt%,2,1,8.3484,8.3484
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Sr,e-f/s,0.0395,wt%,2,4,0.0319,0.0517
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Ti,e-f/s,0.4495,wt%,2,1,0.4495,0.4495
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,Zn,e-f/s,0.2700,wt%,2,15,0.0610,0.6100
OBS/BAU/REC/CIR,n/a,n/a,SLASH_bottomAshesWasteInc,19 01 12,n/a,n/a,otherOrUndefinedElements,e-f/s,56.2116,wt%,filledDataGap,n/a,n/a,n/a
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Ag,e-f/s,0.0073,wt%,2,1,0.0073,0.0073
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Al,e-f/s,3.4025,wt%,2,4,1.4800,3.7900
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,As,e-f/s,0.0082,wt%,2,1,0.0082,0.0082
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Ba,e-f/s,0.1784,wt%,2,4,0.1400,0.2901
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Bi,e-f/s,0.0423,wt%,2,1,0.0423,0.0423
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Br,e-f/s,0.3563,wt%,2,3,0.2798,0.3700
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Ca,e-f/s,16.3950,wt%,2,4,15.1150,19.1500
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Cd,e-f/s,0.0310,wt%,2,4,0.0227,0.0356
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Ce,e-f/s,0.0016,wt%,2,1,0.0016,0.0016
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Cl,e-f/s,10.3010,wt%,2,3,9.7050,10.6900
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Co,e-f/s,0.0042,wt%,2,1,0.0042,0.0042
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Cr,e-f/s,0.0568,wt%,2,4,0.0297,0.0676
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Cu,e-f/s,0.3237,wt%,2,4,0.2544,0.6700
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Dy,e-f/s,0.0001,wt%,2,1,0.0001,0.0001
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Er,e-f/s,0.0000,wt%,2,1,0.0000,0.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Fe,e-f/s,1.9878,wt%,2,4,1.3300,2.1610
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Ga,e-f/s,0.0010,wt%,2,1,0.0010,0.0010
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Gd,e-f/s,0.0001,wt%,2,1,0.0001,0.0001
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Hf,e-f/s,0.0001,wt%,2,1,0.0001,0.0001
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Hg,e-f/s,0.0032,wt%,2,1,0.0032,0.0032
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Ho,e-f/s,0.0000,wt%,2,1,0.0000,0.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,In,e-f/s,0.0014,wt%,2,1,0.0014,0.0014
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,K,e-f/s,4.6435,wt%,2,4,4.5250,6.7300
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,La,e-f/s,0.0012,wt%,2,1,0.0012,0.0012
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Mg,e-f/s,1.3812,wt%,2,4,1.0600,1.5090
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Mn,e-f/s,0.0784,wt%,2,4,0.0761,0.1800
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Mo,e-f/s,0.0061,wt%,2,1,0.0061,0.0061
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Na,e-f/s,4.7550,wt%,2,4,4.3100,5.8500
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Nd,e-f/s,0.0005,wt%,2,1,0.0005,0.0005
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Ni,e-f/s,0.0117,wt%,2,1,0.0117,0.0117
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,P,e-f/s,0.4600,wt%,2,1,0.4600,0.4600
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Pb,e-f/s,1.0798,wt%,2,4,0.9108,1.2800
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Pr,e-f/s,0.0001,wt%,2,1,0.0001,0.0001
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Rb,e-f/s,0.0187,wt%,2,1,0.0187,0.0187
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Rh,e-f/s,0.0001,wt%,2,1,0.0001,0.0001
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,S,e-f/s,5.7890,wt%,2,4,4.7610,8.1200
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Sb,e-f/s,0.2682,wt%,2,4,0.2100,0.3037
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Sc,e-f/s,0.0001,wt%,2,1,0.0001,0.0001
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Se,e-f/s,0.0037,wt%,2,1,0.0037,0.0037
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Si,e-f/s,7.6290,wt%,2,4,0.4200,8.3100
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Sm,e-f/s,0.0001,wt%,2,1,0.0001,0.0001
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Sn,e-f/s,0.1554,wt%,2,4,0.1334,0.2000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Sr,e-f/s,0.0386,wt%,2,4,0.0268,0.0542
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Tb,e-f/s,0.0000,wt%,2,1,0.0000,0.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Te,e-f/s,0.0004,wt%,2,1,0.0004,0.0004
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Ti,e-f/s,0.9459,wt%,2,4,0.3900,1.0120
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Tm,e-f/s,0.0000,wt%,2,1,0.0000,0.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,U,e-f/s,0.0001,wt%,2,1,0.0001,0.0001
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,W,e-f/s,0.0102,wt%,2,1,0.0102,0.0102
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Y,e-f/s,0.0007,wt%,2,1,0.0007,0.0007
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Yb,e-f/s,0.0000,wt%,2,1,0.0000,0.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Zn,e-f/s,4.3945,wt%,2,4,2.6770,6.5170
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,Zr,e-f/s,0.0041,wt%,2,1,0.0041,0.0041
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 13*,n/a,n/a,otherOrUndefinedElements,e-f/s,35.2220,wt%,filledDataGap,n/a,n/a,n/a
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,Al,e-f/s,7.3300,wt%,2,3,5.9900,7.8329
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,Ca,e-f/s,6.5037,wt%,2,3,4.0000,6.6400
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,Cd,e-f/s,0.0009,wt%,2,1,0.0009,0.0009
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,Cr,e-f/s,0.0108,wt%,2,1,0.0108,0.0108
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,Cu,e-f/s,0.0722,wt%,2,1,0.0722,0.0722
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,Fe,e-f/s,12.9600,wt%,2,2,9.9200,16.0000
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,K,e-f/s,1.6700,wt%,2,3,1.3300,1.8263
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,Mg,e-f/s,1.4493,wt%,2,2,1.2100,1.6885
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,Na,e-f/s,0.7280,wt%,2,3,0.5400,1.6321
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,Ni,e-f/s,0.0056,wt%,2,1,0.0056,0.0056
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,P,e-f/s,6.4250,wt%,2,2,5.8600,6.9900
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,Pb,e-f/s,0.0212,wt%,2,1,0.0212,0.0212
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,S,e-f/s,0.3700,wt%,2,1,0.3700,0.3700
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,Si,e-f/s,17.9028,wt%,2,3,12.7000,17.9800
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,Ti,e-f/s,0.4597,wt%,2,2,0.4400,0.4795
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,Zn,e-f/s,0.2548,wt%,2,1,0.2548,0.2548
OBS/BAU/REC/CIR,n/a,n/a,SLASH_flyAshesWasteInc,19 01 14,n/a,n/a,otherOrUndefinedElements,e-f/s,43.8360,wt%,filledDataGap,n/a,n/a,n/a
